x=siteomega; y=predmutsel
CdsId	x_siteomega	y_predmutsel	y_predicted	y_lower_bound	y_upper_bound	p_value	mutsel	mutselfreeomega	pos	predmutsel	predmutselfreeomega	siteomega
ENSG00000160255	0.151139725878	0.266608559118	0.13821236617	0.0331528238588	0.243271908481	0.00029497719369	1.0	1.81379995992	0.0634350599198	0.151139725878	0.125713042783	0.266608559118
ENSG00000179639	0.460222444015	0.740365098196	0.470282527011	0.364917438681	0.575647615341	2.85781568819e-13	1.0	2.27046529058	0.266733973948	0.460222444015	0.37620280695	0.740365098196
ENSG00000183011	0.0904293741935	0.249457258517	0.0729867968792	-0.0320945556181	0.178068149377	1.16886602774e-06	1.0	8.28080631263	0.10533977495	0.0904293741935	0.0540450887097	0.249457258517
ENSG00000154889	0.245191006801	0.406387957916	0.239258533266	0.134179674673	0.344337391859	3.87523204159e-06	1.0	1.26379751503	0.06568301002	0.245191006801	0.226953882872	0.406387957916
ENSG00000118137	0.267540730337	0.44048058517	0.263270475228	0.158177537221	0.368363413236	1.0630036882e-06	1.0	2.33164408818	0.102767392986	0.267540730337	0.21046665618	0.44048058517
ENSG00000070526	0.264360879928	0.409227128257	0.259854129457	0.154763416863	0.364944842052	3.21571446241e-05	1.0	1.51055995992	0.0919125663327	0.264360879928	0.230706096022	0.409227128257
ENSG00000198643	0.267745861607	0.411018519038	0.263490862748	0.158397778649	0.368583946848	3.95789954433e-05	1.0	1.96732358717	0.133543914629	0.267745861607	0.220703209821	0.411018519038
ENSG00000102837	0.276575427033	0.424991695391	0.272977110406	0.167877447235	0.378076773577	2.38394053772e-05	1.0	2.5573541483	0.130769653307	0.276575427033	0.207961409756	0.424991695391
ENSG00000101347	0.261272685486	0.397088140281	0.256536256394	0.151447634503	0.361624878285	8.47985885137e-05	1.0	1.727619499	0.124002386172	0.261272685486	0.21826938118	0.397088140281
ENSG00000154040	0.432518623188	0.58050043487	0.440518286896	0.335208920914	0.545827652878	9.29768155424e-05	1.0	2.10198823647	0.183455935872	0.432518623188	0.331157519669	0.58050043487
ENSG00000129187	0.115084906145	0.355109478557	0.0994760373976	-0.00559321494054	0.204545289736	3.93941979527e-12	1.0	0.71096560521	0.0126622109218	0.115084906145	0.134524610615	0.355109478557
ENSG00000082397	0.139593976719	0.388248577154	0.12580792375	0.0207463044032	0.230869543096	1.08262809492e-12	1.0	0.943064619238	0.0290590388778	0.139593976719	0.142948839047	0.388248577154
ENSG00000103152	0.242987137184	0.432140376754	0.236890755014	0.13181308746	0.341968422567	8.73374204965e-08	1.0	1.10118512625	0.0743146933868	0.242987137184	0.236002979783	0.432140376754
ENSG00000107201	0.296037289105	0.403582212425	0.293886411669	0.188770240609	0.399002582729	0.00167235483284	1.0	1.89739006012	0.122607708016	0.296037289105	0.24429614671	0.403582212425
ENSG00000099904	0.113973059517	0.288261983968	0.0982814992792	-0.00678820324431	0.203351201803	1.84936375117e-07	1.0	1.10665907816	0.0213510185972	0.113973059517	0.112330620643	0.288261983968
ENSG00000124813	0.0782456794872	0.285237859719	0.0598969629177	-0.0451920056902	0.164985931526	8.2500772008e-10	1.0	0.192377456713	0.0158736370541	0.0782456794872	0.314707311966	0.285237859719
ENSG00000167286	0.397815947674	0.604168531062	0.403234665512	0.297987252532	0.508482078491	3.98348706128e-08	1.0	2.10089843687	0.186069869739	0.397815947674	0.321191872093	0.604168531062
ENSG00000174099	0.151517701111	0.462888184369	0.138618452597	0.0335589618379	0.243677943355	2.00964863871e-18	1.0	2.7685804008	0.0600868507014	0.151517701111	0.0984387738889	0.462888184369
ENSG00000137101	0.450380277143	0.60036441483	0.459708367588	0.354363711722	0.565053023454	8.69804636485e-05	1.0	1.64034611222	0.19039792986	0.450380277143	0.382914734286	0.60036441483
ENSG00000117091	0.507501122951	0.696785294589	0.521077468291	0.415604468364	0.626550468218	1.40712373741e-06	1.0	2.01362376754	0.244768224449	0.507501122951	0.420482762295	0.696785294589
ENSG00000160401	0.313191218391	0.421777693387	0.312316132008	0.207183122617	0.417449141399	0.00170900192138	1.0	1.35916541082	0.11473522024	0.313191218391	0.287258323755	0.421777693387
ENSG00000135222	0.544587660793	0.694386569138	0.560922247256	0.455353314292	0.66649118022	0.000189283159015	1.0	1.81413741483	0.227900697395	0.544587660793	0.464297497797	0.694386569138
ENSG00000115425	0.270143446711	0.467939498998	0.26606676371	0.160971949335	0.371161578086	3.31745521984e-08	1.0	3.18111997996	0.158382567134	0.270143446711	0.19037013125	0.467939498998
ENSG00000179002	0.236736559167	0.38414592986	0.230175302076	0.125100819811	0.335249784341	1.89404307593e-05	1.0	1.31125382766	0.0978170200401	0.236736559167	0.219660290833	0.38414592986
ENSG00000151838	0.460993801779	0.712425703407	0.471111253049	0.365744533753	0.576477972345	6.00017675821e-11	1.0	2.48404761523	0.254809501002	0.460993801779	0.366011048285	0.712425703407
ENSG00000137968	0.31705592804	0.47100408016	0.31646827213	0.211331173331	0.421605370928	1.79263710646e-05	1.0	2.15070492986	0.153431366733	0.31705592804	0.259859292275	0.47100408016
ENSG00000141434	0.232488210541	0.33088559519	0.225610990555	0.120538510573	0.330683470536	0.00242331158276	1.0	1.91978018036	0.0995781440882	0.232488210541	0.19368641567	0.33088559519

