CdsId	mutsel	mutselfreeomega	pos	predmutsel	predmutselfreeomega	siteomega
ENSG00000150667	1.0	1.0505995410821642	0.12387382565130262	0.4871393190394511	0.4776481492281304	0.4867148176352706
ENSG00000130748	1.0	0.3386642084168337	0.005344020260521042	0.10865905661375662	0.20287946560846562	0.07235232685370742
ENSG00000006468	1.0	3.073123620689656	0.020556843486973942	0.07115057714884697	0.041395925576519915	0.08170777695390781
ENSG00000165661	1.0	0.9790846032064129	0.03463440961923848	0.21601021404399323	0.21597734517766495	0.25027578156312624
ENSG00000137819	1.0	1.1641400380761524	0.04099437695390783	0.1911263595166163	0.1828842404833837	0.19881494989979961
ENSG00000163075	1.0	1.4303667334669339	0.0803661603206413	0.3162633045045045	0.2804274396396396	0.35587674348697396
ENSG00000205838	1.0	1.0921592825651303	0.08377651623246493	0.4072382681564246	0.39385456145251396	0.4006046613226453
ENSG00000164051	1.0	0.6778025170340681	0.020191229298597197	0.3025875596107056	0.3623794525547445	0.2345168997995992
ENSG00000101349	1.0	0.8376522204408818	0.012076935330661325	0.1020391522222222	0.10890069083333334	0.07883494729458919
ENSG00000166192	1.0	0.5608323406813628	0.03525359635270541	0.21677124413145543	0.30743256807511743	0.19385428056112222
ENSG00000205937	1.0	0.040060492785571146	0.00038766074148296586	0.06470256885245902	0.5679964360655737	0.026363345090180363
ENSG00000198363	1.0	0.8957640661322646	0.04168893967935872	0.19385745342657346	0.2053786241958042	0.18757971142284566
ENSG00000106692	1.0	0.7645403907815631	0.04223595591182365	0.22654467748917748	0.25291673593073594	0.1844993627254509
ENSG00000100056	1.0	0.5028935651302605	0.01636465735470942	0.13226924159663864	0.1769463132352941	0.09561677014028057
ENSG00000116691	1.0	0.8437037214428857	0.058339490981963935	0.4372522095490716	0.4654317824933687	0.3805985591182365
ENSG00000178826	1.0	1.2587278997995992	0.13405950380761522	0.5022193175355449	0.4650946398104266	0.53132801002004
ENSG00000142207	1.0	1.0581155611222446	0.03530831612200436	0.2504433439453985	0.24443974557463674	0.2307453180827887
ENSG00000102554	1.0	0.374636370741483	0.012772150921843686	0.11318149592760181	0.2157219819004525	0.08145521923847696
ENSG00000138078	1.0	0.9826306032064128	0.030302689979959923	0.1417835590096286	0.14137729999999998	0.13322528857715432
ENSG00000119787	1.0	0.33286121442885774	0.010657833146292584	0.10527524608695651	0.2146556852173913	0.07225688036072145
ENSG00000204227	1.0	0.058273204408817635	0.004062310981963928	0.05861548054187193	0.4974869064039409	0.03403785911823647
ENSG00000134014	1.0	0.3665640521042084	0.005013677975951904	0.05165524799270073	0.10054845766423358	0.06070949258517034
ENSG00000065243	1.0	0.48644508617234467	0.01646585739478958	0.10609898130081301	0.16623710741869918	0.08144800260521043
ENSG00000235568	1.0	1.49591126252505	0.15725851703406815	0.39733914	0.35194667999999996	0.5074528837675351
ENSG00000114861	1.0	0.7709228216432866	0.012634731142284568	0.06491874718934912	0.0756302573964497	0.05762529138276553
ENSG00000173156	1.0	0.7662491883767535	0.04940686993987976	0.18915111327014217	0.21830836018957345	0.22029480360721443
ENSG00000168779	1.0	0.07078585270541082	0.011258874428857715	0.0717156	0.5530529787878788	0.05225978476953908
ENSG00000005156	1.0	1.0359591823647294	0.048543079358717434	0.17241300842418236	0.17169955926660058	0.17548826452905814
ENSG00000174173	1.0	1.3995421643286572	0.11575418216432866	0.3722595608591886	0.3337287828162291	0.43035663326653306
ENSG00000100207	1.0	0.9121141823647294	0.019317212224448897	0.12788731709183673	0.13281672306122447	0.10623203286573146
ENSG00000138670	1.0	0.2786355931863727	0.0013473016432865733	0.05868555095137421	0.1319222953488372	0.03330948897795591
ENSG00000075975	1.0	0.8933352705410821	0.02070328460921844	0.1353014623501199	0.14318389064748205	0.1160289745490982
ENSG00000003393	1.0	0.793796498997996	0.020264898196392787	0.14245296507840774	0.1597948236429433	0.11324547895791583
ENSG00000167535	1.0	0.047180900601202405	0.0014077760320641282	0.04180828347107438	0.403451214876033	0.02101410601202405
ENSG00000158966	1.0	0.24977727855711424	0.0009627101923847695	0.04426245179738562	0.09734252197712419	0.024709221442885777
ENSG00000101384	1.0	0.4062095270541083	0.002449891146292585	0.07556213924466337	0.12337865394088668	0.049567121843687376
ENSG00000188505	1.0	0.8319045671342684	0.0419843492985972	0.18305272567049807	0.20070997279693487	0.19203167935871743
ENSG00000004660	1.0	0.743461122244489	0.0221866623246493	0.13258309703557314	0.1512138590909091	0.11031272965931864
ENSG00000164604	1.0	0.027126797194388777	0.0043600713627254505	0.058748583513513516	0.6811899594594594	0.017939181122244487
ENSG00000077800	1.0	0.6439279058116232	0.024005323006012023	0.17212927774390244	0.2113965457317073	0.13198721843687375
ENSG00000168386	1.0	0.7727031022044089	0.04140730541082164	0.22966367727674628	0.25645661715296203	0.22350809819639278
ENSG00000153558	1.0	0.4109924068136273	0.0017903113627254512	0.0717484933649289	0.1131873933649289	0.0436639749498998
ENSG00000131778	1.0	0.9663998056112224	0.04512271983967936	0.2145241170212766	0.21819405128779396	0.19880103607214428
ENSG00000124126	1.0	0.7364813126252505	0.015377922044088176	0.10402261886792452	0.12002227698113206	0.09322778196392786
ENSG00000170759	1.0	0.46563802605210425	0.004731454749498998	0.04399969709543568	0.06996586473029044	0.03203670821643286
ENSG00000150456	1.0	1.0483760501002004	0.030274505350701402	0.22103938604651163	0.21429323255813953	0.17738247695390782
ENSG00000155189	1.0	0.8581483607214428	0.02855293086172345	0.20369435543175488	0.21709907103064066	0.17245220841683367
ENSG00000136279	1.0	1.0949059438877755	0.05290302905811624	0.17401658317972352	0.17123760622119813	0.20427511022044087
ENSG00000137745	1.0	1.30379748496994	0.02761879719438878	0.1440290355932203	0.1278878877118644	0.14138483366733465
ENSG00000136425	1.0	0.10460233326653308	0.0006395771543086172	0.04114353138297872	0.20431223936170215	0.026717480761523048
ENSG00000006530	1.0	0.88619273747495	0.029124610621242483	0.162967059478673	0.17358749075829383	0.13610686973947894
ENSG00000047365	1.0	0.9604083166332665	0.05669873507014028	0.22672138087976537	0.2323536575366569	0.22398619438877757
ENSG00000134138	1.0	0.06633541843687374	0.010196139378757515	0.06678500209205021	0.5664430920502093	0.045288205410821646
ENSG00000110917	1.0	0.2605651402805611	0.024866353306613225	0.09274940968858132	0.23652432525951558	0.09936800521042084
ENSG00000184500	1.0	1.705830280561122	0.09034045651302605	0.3042041878698225	0.24898478772189347	0.34078525851703406
ENSG00000069431	1.0	1.2255142745490983	0.005801279559118236	0.047038171729032255	0.04245763479354838	0.03887476312625251
ENSG00000131381	1.0	0.8352374268537073	0.04203565991983968	0.20449811579617833	0.22357534904458595	0.18542150901803606
ENSG00000146352	1.0	0.03893885771543086	0.00037383591182364723	0.04768725351681957	0.5360656605504588	0.020467332865731463
ENSG00000181333	1.0	1.2521288977955911	0.03637965731462926	0.15464677560344828	0.1423957375	0.15991432264529057
ENSG00000125864	1.0	0.832298124248497	0.025581285651302608	0.319828	0.3468333659638554	0.27253774148296595
ENSG00000087111	1.0	0.6925370981963928	0.017740526933867736	0.15653256223021583	0.1861056714028777	0.12089087174348698
ENSG00000169221	1.0	1.0440989679358716	0.036460479759519035	0.13238360792079207	0.1297921360678925	0.13083636272545088
ENSG00000148832	1.0	1.1616216432865731	0.04883595330661323	0.2087442271484375	0.19712006484375	0.21700127655310622
ENSG00000173786	1.0	1.1328370681362725	0.03372067334669339	0.1619422833729216	0.1544875505938242	0.17095052505010022
ENSG00000129988	1.0	1.4674291783567135	0.08528676472945892	0.3510422780082988	0.31172305601659756	0.40790557515030057
ENSG00000112186	1.0	0.6575782364729459	0.01890813406813627	0.164550440167364	0.2052941359832636	0.12461513226452907
ENSG00000153179	1.0	0.5990284448897797	0.029870168717434874	0.14944258625592416	0.20686570616113742	0.1249316961923848
ENSG00000160255	1.0	1.8137999599198398	0.06343505991983969	0.1511397258777633	0.12571304278283485	0.26660855911823644
ENSG00000068796	1.0	0.3571940941883767	0.0046861688977955914	0.03885705732044199	0.0957712085635359	0.02653964749498998
ENSG00000128908	1.0	0.5708268617234469	0.0070378095991983965	0.06536866747915329	0.09266717671584347	0.047589822645290575
ENSG00000124253	1.0	1.2503772745490984	0.019609039238476955	0.11464006934189405	0.10466034847512039	0.11028021102204409
ENSG00000116711	1.0	0.9836324168336674	0.01263326723446894	0.08908988666666666	0.09001358906666666	0.07812779318637275
ENSG00000079435	1.0	1.0082054749498999	0.07929331723446895	0.2799248263757116	0.2783460379506641	0.2902284088176353
ENSG00000141639	1.0	0.6494877755511023	0.01448788356713427	0.09401258219178084	0.1138985359589041	0.08381213827655311
ENSG00000081087	1.0	0.9637402965931864	0.05879220501002004	0.24366367164179104	0.2479026895522388	0.23756422044088177
ENSG00000141458	1.0	1.0463089158316632	0.018296375751503006	0.14791529882629106	0.14588545187793425	0.1279776372745491
ENSG00000067955	1.0	0.993133507014028	0.05672547114228457	0.182111043715847	0.20943958469945356	0.19384738677354713
ENSG00000164953	1.0	1.1342659899799596	0.06445655470941884	0.2377634648241206	0.22340590100502514	0.24436356913827656
ENSG00000131876	1.0	0.0463046753507014	0.0023093068136272547	0.047377517187499996	0.44823137890625	0.02420088256513026
ENSG00000146005	1.0	0.7428951302605211	0.036501944889779564	0.17221128475452194	0.19593997751937983	0.15255057114228457
ENSG00000136883	1.0	0.839564881763527	0.031076014028056112	0.27267678043143295	0.29420261016949156	0.2197137755511022
ENSG00000080845	1.0	1.0816397835671343	0.010757393186372746	0.07290490231854838	0.07072910433467743	0.0604421623246493
ENSG00000154642	1.0	0.8249645711422846	0.05719494468937875	0.2725043389261745	0.2980798724832215	0.23913642084168335
ENSG00000014138	1.0	0.9224360240480961	0.03530472585170341	0.20826535200668897	0.2150078459866221	0.1850886713426854
ENSG00000120526	1.0	0.9957623026052105	0.03548778476953907	0.18573399451114925	0.18447388662092623	0.16869222444889778
ENSG00000158109	1.0	0.48505060521042087	0.005389063486973948	0.11234294307116104	0.16655314269662921	0.08059213166332664
ENSG00000163624	1.0	0.4969833667334669	0.011147828937875751	0.08980640454545454	0.1325497536796537	0.06737682925851703
ENSG00000156170	1.0	0.7353585511022045	0.05675617655310621	0.249806981981982	0.2855771381381381	0.22119907615230464
ENSG00000099860	1.0	0.19833541002004007	0.00619874012024048	0.10694874534161491	0.2756835962732919	0.07205420681362724
ENSG00000158417	1.0	0.9705385611222446	0.016956861402805612	0.11041761106557377	0.11218813565573771	0.09254979719438879
ENSG00000188162	1.0	0.9356507154308618	0.05619274909819639	0.24081843403214537	0.24806762250174702	0.2182381543086172
ENSG00000108651	1.0	1.1468433767535071	0.054533112424849706	0.21785907078464106	0.20937565509181968	0.21788347294589178
ENSG00000147677	1.0	0.44653845490981964	0.007476701002004009	0.05640219858356941	0.0958638492917847	0.041950931062124254
ENSG00000134571	1.0	0.9186046513026053	0.020540683266533064	0.13342185687352712	0.13974955404556166	0.1207931002004008
ENSG00000183801	1.0	1.0286457314629258	0.03909555891783567	0.25204210918114145	0.2463495012406948	0.2345854549098196
ENSG00000066248	1.0	0.8984027154308617	0.030640902004008017	0.10311601219512195	0.1093306987087518	0.13457078156312624
ENSG00000162928	1.0	0.7592987034068136	0.03478918396793587	0.16778346600496277	0.20188403349875927	0.14910180561122247
ENSG00000179639	1.0	2.270465290581163	0.26673397394789583	0.460222444015444	0.376202806949807	0.7403650981963927
ENSG00000187862	1.0	0.9378694649298597	0.06404367955911823	0.37181796697247704	0.38045017798165137	0.32152792585170337
ENSG00000172421	1.0	1.28092627254509	0.08276235190380762	0.35407843507972664	0.3268185740318906	0.3699648116232465
ENSG00000072364	1.0	0.7829555310621241	0.0189812625250501	0.11456388823024055	0.13090662001718215	0.09655218577154309
ENSG00000124006	1.0	0.8132747434869738	0.02663435651302605	0.15812994733227678	0.17360659292128897	0.13647175350701402
ENSG00000077063	1.0	0.9448379318637274	0.05161436933867735	0.2376079793497893	0.2430293372065021	0.2216577895791583
ENSG00000140575	1.0	0.8591483527054108	0.0069190626452905815	0.05909628900364519	0.06380961239368166	0.04949362084168337
ENSG00000144771	1.0	1.0139507494989979	0.05637285811623246	0.3463677803468208	0.3455566445086705	0.310703008016032
ENSG00000142173	1.0	1.2993584168336674	0.02460072004008016	0.10214634808635918	0.0932479897939156	0.11274755430861723
ENSG00000085840	1.0	1.1676479759519038	0.06943134849699399	0.34483912947976875	0.32622491445086704	0.3326201643286573
ENSG00000163156	1.0	0.753643378757515	0.06377258877755511	0.2918384415584416	0.33260728138528145	0.2553721963927856
ENSG00000143375	1.0	0.9289084709418838	0.040058429659318634	0.21591132777314434	0.2215622414512093	0.19640460120240483
ENSG00000100596	1.0	0.7991431643286573	0.009005529539078159	0.08491541461675581	0.09512855739750445	0.06405021382765531
ENSG00000187730	1.0	0.3896697895791583	0.0068815110420841685	0.07173890046403712	0.11069012621809744	0.05052293887775552
ENSG00000109667	1.0	1.1701523406813628	0.03686905971943887	0.20490041052631577	0.1926632769980507	0.18844990781563128
ENSG00000141570	1.0	0.6850594348697394	0.012428039519038075	0.1088521920424403	0.12991361432360743	0.07997095310621243
ENSG00000167995	1.0	1.0200278316633267	0.059706444689378746	0.26322649232081907	0.2578523609215017	0.2699149158316633
ENSG00000198276	1.0	0.36054262925851704	0.009489352805611223	0.061444861481481476	0.10878911425925926	0.05982486052104208
